3552723192.859	-0.002	0.007	15.877	1.592	25.269
3552723193.859	-0.002	0.007	15.877	1.592	25.272
3552723194.860	-0.002	0.007	15.877	1.592	25.271
3552723195.859	-0.002	0.008	15.877	1.592	25.272
3552723196.859	-0.002	0.007	15.877	1.590	25.238
3552723197.859	-0.002	0.008	15.877	1.589	25.231
3552723198.860	-0.002	0.008	15.877	1.590	25.240
3552723199.859	-0.002	0.007	15.877	1.589	25.236
3552723200.860	-0.002	0.008	15.877	1.590	25.238
3552723201.859	-0.002	0.008	15.877	1.590	25.246
3552723202.860	-0.002	0.008	15.877	1.589	25.234
3552723203.859	-0.002	0.008	15.877	1.589	25.235
3552723204.860	-0.002	0.008	15.877	1.588	25.215
3552723205.859	-0.002	0.008	15.878	1.587	25.201
3552723206.859	-0.002	0.007	15.878	1.585	25.159
3552723207.859	-0.002	0.008	15.881	1.585	25.166
3552723208.859	-0.002	0.008	15.881	1.545	24.531
3552723209.859	-0.002	0.067	15.948	3.414	54.448
3552723210.859	-0.001	0.019	15.902	3.282	52.196
3552723211.859	-0.001	0.019	15.903	3.361	53.441
3552723212.860	-0.002	0.019	15.901	3.059	48.647
3552723213.860	-0.002	0.019	15.900	2.988	47.513
3552723214.860	-0.002	0.020	15.899	2.944	46.807
3552723215.860	-0.002	0.019	15.900	2.999	47.685
3552723216.861	-0.002	0.020	15.900	2.979	47.362
3552723217.860	-0.001	0.019	15.901	3.140	49.927
3552723218.859	-0.001	0.018	14.300	3.323	47.521
3552723219.859	-0.001	0.019	14.329	3.167	45.382
3552723220.860	-0.001	0.018	15.899	3.173	50.443
3552723221.860	-0.001	0.014	15.891	2.463	39.134
3552723222.859	-0.002	0.007	15.883	1.563	24.820
3552723223.858	-0.002	0.007	15.883	1.469	23.339
3552723224.859	-0.002	0.013	15.889	1.828	29.049
3552723225.858	-0.001	0.018	15.898	2.805	44.596
3552723226.858	-0.001	0.020	15.902	3.357	53.388
3552723227.858	-0.001	0.020	15.901	3.361	53.447
3552723228.858	-0.001	0.020	15.902	3.209	51.035
3552723229.860	-0.002	0.011	15.888	2.079	33.036
3552723230.860	-0.001	0.006	15.883	1.574	25.006
3552723231.860	-0.002	0.007	15.883	1.576	25.028
3552723232.859	-0.002	0.007	15.883	1.578	25.059
3552723233.859	-0.002	0.007	15.883	1.577	25.047
3552723234.859	-0.002	0.007	15.883	1.575	25.024
3552723235.860	-0.002	0.007	15.883	1.573	24.984
3552723236.871	-0.002	0.007	15.883	1.574	25.004
3552723237.858	-0.002	0.008	15.883	1.576	25.025
3552723238.860	-0.001	0.017	15.893	2.246	35.692
3552723239.858	-0.001	0.021	10.027	3.299	33.076
3552723240.859	-0.001	0.018	-0.010	3.069	-0.030
3552723241.859	-0.001	0.017	-0.009	2.704	-0.025
3552723242.859	-0.001	0.016	-0.008	1.697	-0.013
3552723243.859	-0.001	0.016	-0.007	1.445	-0.011
3552723244.859	-0.002	0.014	-0.004	1.530	-0.006
3552723245.858	-0.002	0.009	0.002	1.398	0.002
3552723246.858	-0.002	0.008	0.002	1.396	0.002
3552723247.860	-0.002	0.008	0.002	1.396	0.002
3552723248.860	-0.002	0.008	0.001	1.395	0.002
3552723249.859	-0.002	0.008	0.001	1.396	0.002
3552723250.860	-0.002	0.008	0.001	1.397	0.002
3552723251.860	-0.002	0.008	0.001	1.399	0.002
3552723252.859	-0.002	0.008	0.002	1.401	0.002
3552723253.858	-0.002	0.008	0.002	1.400	0.003
3552723254.858	-0.002	0.008	0.002	1.399	0.003
3552723255.859	-0.002	0.008	0.002	1.399	0.003
3552723256.860	-0.002	0.008	0.002	1.399	0.002
3552723257.858	-0.002	0.008	0.002	1.398	0.002
3552723258.859	-0.002	0.008	0.001	1.397	0.002
3552723259.858	-0.002	0.008	0.002	1.397	0.002
3552723260.859	-0.002	0.008	0.002	1.398	0.002
3552723261.858	-0.002	0.008	0.002	1.396	0.002
3552723262.859	-0.002	0.009	0.002	1.396	0.003
3552723263.859	-0.002	0.009	0.002	1.396	0.002
3552723264.860	-0.002	0.008	0.002	1.397	0.002
3552723265.859	-0.002	0.008	0.002	1.399	0.002
3552723266.859	-0.002	0.009	0.001	1.400	0.002
3552723267.858	-0.002	0.008	0.001	1.400	0.002
3552723268.859	-0.002	0.008	0.002	1.399	0.002
3552723269.858	-0.002	0.008	0.002	1.397	0.002
3552723270.859	-0.002	0.008	0.002	1.396	0.003
3552723271.858	-0.002	0.009	0.002	1.396	0.002
3552723272.859	-0.002	0.008	0.001	1.396	0.002
3552723273.858	-0.002	0.008	0.001	1.396	0.002
3552723274.859	-0.002	0.008	0.001	1.397	0.002
3552723275.859	-0.002	0.008	0.001	1.398	0.002
3552723276.859	-0.002	0.008	0.002	1.398	0.002
3552723277.859	-0.002	0.008	0.002	1.397	0.002
3552723278.858	-0.002	0.008	0.002	1.396	0.003
3552723279.859	-0.002	0.008	0.002	1.397	0.003
3552723280.860	-0.002	0.009	0.001	1.398	0.002
3552723281.859	-0.002	0.008	0.001	1.398	0.002
3552723282.858	-0.002	0.008	0.002	1.399	0.002
3552723283.858	-0.002	0.008	0.002	1.398	0.002
3552723284.859	-0.002	0.008	0.002	1.398	0.002
3552723285.859	-0.002	0.008	0.002	1.398	0.003
3552723286.858	-0.002	0.008	0.002	1.397	0.003
3552723287.859	-0.002	0.008	0.002	1.398	0.002
3552723288.859	-0.002	0.008	0.002	1.398	0.002
