3552092020.950	0.000	0.000
3552092055.029	0.000	0.000
3552092059.059	4.030	-0.018
3552092063.093	8.063	0.126
3552092067.126	12.097	0.216
3552092080.215	0.000	0.000
3552092084.247	4.032	298.319
3552092088.279	8.064	768.627
3552092092.310	12.096	319.935
3552092096.340	16.126	0.333
3552092100.374	20.159	299.715
3552092104.406	24.191	2.329
3552092108.436	28.222	1.215
3552092112.467	32.253	1.581
3552092116.499	36.284	1.822
3552092120.532	40.317	0.174
3552092124.565	44.351	0.244
3552092128.596	48.382	-0.374
3552092132.629	52.414	0.249
3552092136.662	56.447	0.795
3552092140.694	60.479	0.575
3552092144.723	64.509	1.758
3552092148.756	68.542	0.288
3552092152.790	72.575	1.258
3552092156.823	76.608	0.345
3552092160.857	80.643	-0.130
3552092164.890	84.676	0.391
3552092168.922	88.707	1.779
3552092172.957	92.742	1.279
3552092176.990	96.776	1.630
3552092181.021	100.807	1.625
3552092185.053	104.838	0.949
3552092189.084	108.869	0.229
3552092193.116	112.901	0.260
3552092197.147	116.933	0.500
3552092201.176	120.962	1.294
3552092205.210	124.995	0.333
3552092209.243	129.028	1.272
3552092213.275	133.061	0.935
3552092217.306	137.092	1.129
3552092221.338	141.123	1.432
3552092225.370	145.155	0.535
3552092229.405	149.191	0.824
3552092233.435	153.221	0.391
3552092237.467	157.252	1.179
3552092241.500	161.285	0.155
3552092245.534	165.319	1.605
3552092249.563	169.350	2.486
3552092253.595	173.381	0.786
3552092257.630	177.415	0.535
3552092261.663	181.448	1.041
3552092265.694	185.480	2.386
3552092269.726	189.512	1.761
3552092273.759	193.544	0.586
3552092277.792	197.577	0.729
3552092281.825	201.611	0.372
3552092285.856	205.642	1.193
3552092289.890	209.675	0.723
3552092293.922	213.707	2.198
3552092297.955	217.740	1.915
3552092301.984	221.770	0.690
3552092306.015	225.801	2.025
3552092310.048	229.833	2.631
3552092314.080	233.866	0.331
3552092318.112	237.898	2.113
3552092322.143	241.929	1.538
3552092326.176	245.961	2.980
3552092330.208	249.993	0.915
3552092334.238	254.024	0.834
3552092338.268	258.054	0.503
3552092342.303	262.088	0.359
3552092346.335	266.120	0.434
3552092350.369	270.154	1880.757
3552092354.402	274.188	1.492
3552092358.431	278.217	-0.417
3552092362.463	282.248	0.345
3552092366.495	286.280	1900.295
3552092370.525	290.311	0.868
3552092374.554	294.340	0.589
3552092378.587	298.372	0.529
3552092382.621	302.406	1.012
3552092386.652	306.438	1.961
3552092390.683	310.469	1.215
3552092394.716	314.501	1.308
3552092398.748	318.533	0.661
3552092402.780	322.565	1.676
3552092406.812	326.598	0.881
3552092410.842	330.628	0.886
3552092414.875	334.660	1.935
3552092418.908	338.693	3.134
3552092422.937	342.723	2.115
3552092426.969	346.755	1.558
3552092431.002	350.787	0.839
3552092435.036	354.821	0.230
3552092439.067	358.853	1.215
3552092443.098	362.884	0.557
3552092447.132	366.917	0.704
3552092451.166	370.951	0.920
3552092455.199	374.984	0.636
3552092459.229	379.016	1.415
3552092463.261	383.047	1.858
3552092467.295	387.080	0.704
3552092471.328	391.113	1.533
3552092475.359	395.145	0.618
3552092479.389	399.175	0.668
3552092483.421	403.206	1.179
3552092487.450	407.235	1.543
3552092509.898	0.000	0.000
3552092513.929	4.031	-1.935
3552092517.964	8.065	-1.898
3552092521.998	12.100	-1.862
3552092526.035	16.137	-1.510
3552092534.248	0.000	403.318
3552092538.280	4.032	-10.757
3552092542.313	8.065	-1.465
3552092546.346	12.099	40.720
3552092550.376	16.129	-9.158
3552092554.411	20.163	56.994
